,종목코드,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
0,073570,어반리튬,"15,650","2,000",11.33,"1,221,321","17,700","17,700","15,050","46,036","35,674",1.290463642989292
1,032685,소프트센우,"24,000","2,650",9.94,"20,290","25,000","25,600","24,000",181,78,2.3205128205128207
2,356860,티엘비,"18,050","1,750",8.84,"373,149","18,950","19,250","18,000","58,108","20,690",2.8085065248912517
3,263800,데이타솔루션,"7,120",670,8.60,"758,061","7,390","7,400","7,000","20,906","12,169",1.7179718958008052
4,222110,팬젠,"5,890",460,7.24,"22,527","6,330","6,330","5,860","3,020","1,655",1.8247734138972809
5,336060,웨이버스,"1,845",135,6.82,"3,231,800","1,935","1,950","1,825","314,731","148,700",2.1165501008742433
6,065570,삼영이엔씨,"4,780",340,6.64,"70,623","4,865","4,930","4,775","2,898","2,099",1.380657455931396
7,237820,플레이디,"5,940",420,6.60,"354,358","6,220","6,310","5,890","12,190","7,587",1.6066956636351655
8,187790,나노,"1,400",95,6.35,"1,424,261","1,445","1,470","1,375","94,640","78,628",1.203642468331892
9,239340,줌인터넷,"4,665",305,6.14,"855,375","4,775","4,815","4,595","38,311","29,742",1.28811108869612
10,099750,이지케어텍,"24,750","1,600",6.07,"101,912","25,800","25,900","24,350","7,109","1,125",6.319111111111111
11,298380,에이비엘바이오,"20,450","1,300",5.98,"522,491","21,500","21,500","20,150","93,915","15,973",5.879609340762537
12,033320,제이씨현시스템,"5,810",350,5.68,"930,836","6,020","6,030","5,640","40,122","18,834",2.1302962726983115
13,389140,포바이포,"12,150",700,5.45,"219,722","12,500","12,550","12,000","36,243","15,270",2.3734774066797644
14,162300,신스틸,"7,510",430,5.42,"373,117","7,790","7,790","7,450","21,793","22,804",0.9556656726890019
15,300080,플리토,"24,900","1,400",5.32,"92,991","25,950","26,300","24,400","6,322","2,921",2.1643272851763093
16,227610,아우딘퓨쳐스,"2,195",120,5.18,"2,570,839","2,245","2,310","2,170","77,972","84,313",0.924792143560305
17,357880,비트나인,"8,670",470,5.14,"425,671","9,030","9,160","8,570","19,833","5,088",3.8979952830188678
18,041460,한국전자인증,"5,730",300,4.98,"732,162","5,910","5,930","5,660","60,292","35,410",1.7026828579497317
19,298870,다올인베스트먼트,"3,450",180,4.96,"2,572,122","3,560","3,600","3,440","205,835","34,044",6.046146163788039
20,108860,셀바스AI,"10,600",550,4.93,"4,062,454","11,150","11,350","10,350","462,234","302,384",1.5286324673263136
21,380540,옵티코어,"3,180",165,4.93,"9,779,729","3,290","3,530","3,140","158,097","85,159",1.8564919738371752
22,372800,아이티아이즈,"9,260",470,4.83,"90,583","9,720","9,720","9,180","6,391","1,882",3.395855472901169
23,041190,우리기술투자,"4,390",220,4.77,"734,309","4,470","4,490","4,335","57,335","50,963",1.12503188587799
24,121800,비덴트,"4,390",215,4.67,"1,857,862","4,480","4,480","4,305","71,717","21,453",3.342982333473174
25,394280,오픈엣지테크놀로지,"12,400",600,4.62,"1,283,308","12,600","12,650","11,850","99,338","71,112",1.3969231634604566
26,315640,딥노이드,"7,180",340,4.52,"126,718","7,370","7,440","7,160","9,758","1,901",5.133087848500789
27,230980,에이트원,847,40,4.51,"958,241",888,888,812,"22,067","3,357",6.573428656538576
28,389500,에스비비테크,"22,350","1,050",4.49,"323,404","22,850","23,150","22,150","26,600","6,320",4.208860759493671
29,258790,소프트캠프,"1,735",80,4.41,"487,317","1,750","1,770","1,730","103,391","35,250",2.9330780141843973
30,101670,하이드로리튬,"19,750",900,4.36,"803,040","20,250","20,300","19,300","43,149","37,701",1.1445054507837988
31,377480,마인즈랩,"19,800",900,4.35,"309,192","20,550","20,550","18,800","7,102","7,416",0.9576591154261057
32,396270,넥스트칩,"7,890",350,4.25,"231,360","8,110","8,170","7,880","24,889","5,026",4.952049343414246
33,194480,데브시스터즈,"61,100","2,700",4.23,"67,355","63,300","63,800","61,000","7,486","1,008",7.426587301587301
34,058970,엠로,"17,050",750,4.21,"116,528","17,800","17,950","16,300","17,637","2,910",6.060824742268041
35,296640,이노룰스,"12,550",550,4.20,"216,540","12,850","12,900","12,400","23,878","19,559",1.2208190602791553
36,289220,자이언트스텝,"19,700",850,4.14,"302,040","20,250","20,250","19,450","34,647","15,611",2.219396579335084
37,038680,에스넷,"5,370",220,3.94,"243,140","5,530","5,530","5,070","20,792","6,229",3.337935463156205
38,348340,뉴로메카,"18,600",750,3.88,"812,762","18,950","19,400","18,550","72,375","45,456",1.592199049630412
39,417180,핑거스토리,"11,200",450,3.86,"8,013,522","12,100","12,800","11,100","305,593","231,162",1.3219863126292384
40,083470,이엠앤아이,"6,170",240,3.74,"88,438","6,470","6,470","6,160","38,325","6,440",5.951086956521739
41,035290,골드앤에스,"6,940",270,3.74,"147,140","7,210","7,360","6,720","12,809","6,313",2.0289878029463013
42,131400,이브이첨단소재,"1,675",65,3.74,"517,766","1,735","1,735","1,665","173,687","61,839",2.8086967771147657
43,203690,프로스테믹스,"1,040",40,3.70,"27,471","1,070","1,070","1,040","45,281","37,915",1.194276671502044
44,095700,제넥신,"14,550",550,3.64,"343,064","14,850","14,900","14,200","55,318","80,680",0.6856470004957859
45,054210,이랜텍,"13,400",500,3.60,"489,023","13,650","13,900","13,300","85,617","56,337",1.5197294850631025
46,090360,로보스타,"25,900",950,3.54,"1,033,214","26,050","26,450","25,350","62,981","12,941",4.866780001545475
47,376980,원티드랩,"13,950",500,3.46,"107,109","14,300","14,550","13,800","27,224","12,029",2.2631972732562975
48,190510,나무가,"15,400",550,3.45,"356,574","15,600","15,700","15,150","124,103","30,951",4.009660431003844
49,220180,핸디소프트,"3,790",135,3.44,"330,789","3,870","3,935","3,725","13,693","9,554",1.433221687251413
50,049480,오픈베이스,"2,840",100,3.40,"506,501","2,900","2,910","2,825","108,805","20,577",5.287699859065947
51,064480,브리지텍,"5,120",180,3.40,"341,733","5,240","5,260","5,080","29,734","18,728",1.5876762067492525
52,399720,가온칩스,"18,550",650,3.39,"226,688","18,750","18,850","18,200","31,673","18,318",1.7290643083306039
53,085670,뉴프렉스,"6,420",220,3.31,"648,406","6,480","6,530","6,360","101,302","26,314",3.8497377821691874
54,096240,크레버스,"17,750",600,3.27,"38,557","18,200","18,200","17,750","6,537","1,157",5.6499567847882455
55,032680,소프트센,"1,630",55,3.26,"287,721","1,655","1,665","1,620","83,603","44,694",1.870564281559046
56,288980,모아데이타,"2,820",95,3.26,"927,304","2,845","2,880","2,810","231,197","75,599",3.0582018280665086
57,064800,젬백스링크,"1,350",45,3.23,"158,227","1,365","1,375","1,350","69,160","50,118",1.3799433337323916
58,226330,신테카바이오,"9,970",330,3.20,"172,307","10,100","10,500","9,700","5,904","8,042",0.734145734891818
59,069330,유아이디,"1,820",60,3.19,"25,784","1,870","1,870","1,800","8,013","9,454",0.8475777448698963
60,060240,룽투코리아,"3,055",100,3.17,"351,214","3,120","3,125","3,055","76,450","14,666",5.2127369425882994
61,307870,비투엔,"2,140",70,3.17,"212,406","2,140","2,180","2,085","15,708","8,914",1.762171864482836
62,114190,강원에너지,"7,970",260,3.16,"246,316","8,210","8,280","7,930","30,934","27,315",1.132491305143694
63,402030,코난테크놀로지,"42,950","1,400",3.16,"377,657","44,500","45,700","41,400","5,542","1,278",4.336463223787168
64,270520,지엔원에너지,"4,140",135,3.16,"1,209,843","4,310","4,315","4,115","125,458","9,445",13.28300688194812
65,187220,디티앤씨,"4,785",155,3.14,"99,080","4,900","4,900","4,700","19,174","3,778",5.075172048703018
66,115440,우리넷,"9,300",300,3.12,"169,840","9,600","9,600","9,150","6,504","4,039",1.6102995791037384
67,900280,골든센츄리,377,12,3.08,"1,449,478",383,383,373,"323,548","288,582",1.121164868217699
68,277810,레인보우로보틱스,"59,800","1,900",3.08,"1,168,556","60,700","63,200","59,500","43,324","9,018",4.804169438899978
69,347770,핌스,"11,100",350,3.06,"30,240","11,400","11,400","11,050","8,374","5,210",1.6072936660268713
70,058110,멕아이씨에스,"5,720",180,3.05,"155,074","5,800","5,850","5,660","19,931","4,228",4.714049195837275
71,337930,브랜드엑스코퍼레이션,"6,450",200,3.01,"240,183","6,590","6,700","6,440","14,252","5,938",2.4001347254968004
72,171090,선익시스템,"19,400",600,3.00,"158,986","19,700","19,900","19,250","52,747","16,848",3.1307573599240266
73,077360,덕산하이메탈,"5,190",160,2.99,"131,845","5,310","5,310","5,150","41,646","13,471",3.091529953232871
74,206560,덱스터,"13,200",400,2.94,"146,991","13,300","13,400","13,100","62,516","27,036",2.3123243083296345
75,086710,선진뷰티사이언스,"7,000",210,2.91,"90,342","7,180","7,240","6,950","7,376","2,407",3.06439551308683
76,033230,인성정보,"2,165",65,2.91,"217,087","2,200","2,225","2,145","42,929","17,908",2.3971967835604198
77,066970,엘앤에프,"178,700","5,300",2.88,"177,987","181,800","183,500","178,300","17,259","2,021",8.53983176645225
78,189330,씨이랩,"16,950",500,2.87,"233,063","17,650","18,150","16,500","8,805","6,495",1.3556581986143188
79,338220,뷰노,"8,110",240,2.87,"50,347","8,300","8,400","8,080","10,724","2,024",5.298418972332016
80,066980,이엔코퍼레이션,"3,960",115,2.82,"189,444","4,080","4,100","3,920","7,581","5,447",1.3917752891499908
81,056700,신화인터텍,"3,125",90,2.80,"213,996","3,175","3,180","3,100","69,913","16,939",4.12733927622646
82,027830,대성창투,"2,780",80,2.80,"192,109","2,825","2,845","2,750","65,482","8,069",8.115255917709753
83,900300,오가닉티코스메틱,244,7,2.79,"1,189,537",249,251,243,"490,230","205,769",2.3824288401071105
84,052790,액토즈소프트,"8,750",250,2.78,"57,555","8,950","8,980","8,640","8,430","1,347",6.258351893095768
85,290270,휴네시온,"4,570",130,2.77,"4,008","4,700","4,700","4,540","2,292",498,4.602409638554217
86,004780,대륙제관,"4,445",125,2.74,"149,731","4,475","4,500","4,405","15,652","2,894",5.408431237042156
87,242040,나무기술,"2,670",75,2.73,"534,862","2,710","2,740","2,600","43,749","21,975",1.9908532423208192
88,067000,조이시티,"5,020",140,2.71,"944,618","5,100","5,140","5,010","132,766","27,970",4.7467286378262425
89,297570,알로이스,"1,980",55,2.70,"1,468,492","2,010","2,015","1,950","214,629","175,060",1.2260310750599794
90,109960,에이프로젠 H&G,291,8,2.68,"210,494",297,297,286,"243,596","150,171",1.6221241118458292
91,101730,위메이드맥스,"10,900",300,2.68,"208,229","10,950","11,150","10,700","56,091","36,550",1.5346374829001368
92,286750,나노브릭,"1,460",40,2.67,"8,526","1,495","1,495","1,455","17,504","8,410",2.081331747919144
